id;name;host_id;host_since;host_response_time;host_acceptance_rate;host_is_superhost;host_listings_count;host_identity_verified
35178521;ESTADIO WANDA;264914998;29/05/2019;Sin definir;;0;1;0
35178958;Alojamiento final champions Wanda Metropolitano;264916693;29/05/2019;Sin definir;;0;1;0
35179066;Room rental near the WANDA 15 minutes and  airport;264918746;29/05/2019;Sin definir;;0;1;0
35179201;Entire apartment in La Latina;264919298;29/05/2019;Sin definir;;0;1;1
35179457;Habitación Champions League;191200210;23/05/2018;Sin definir;;0;2;0
35179676;Acogedora Habitacion;49642687;22/11/2015;Sin definir;;0;1;1
35179782;FIN DE SEMANA DE CHAMPIONS LEAGUE EN MADRID;264457810;27/05/2019;Sin definir;;0;2;1
35179881;Habitación en pleno centro de madrid;6534491;23/05/2013;Sin definir;;0;2;0
35180544;Habitación privada en piso de lujo;57709204;07/02/2016;Sin definir;;0;1;1
35180897;Cozy flat in Madrid;73614675;23/05/2016;Sin definir;;0;1;1
35180905;Apartamento con terraza en Malasaña!;262080628;01/12/1999;Sin definir;;0;-99;0
35181139;Piso en alquiler para final Wanda 1-6-2019 .......;264932171;29/05/2019;Sin definir;;0;1;0
35181153;Confortable habitación;191200210;23/05/2018;Sin definir;;0;2;0
35181747;Large room with double balcony - Plaza Mayor;45832354;05/10/2015;Sin definir;;0;1;0
35181784;Habitación cerca del centro Madrid zona residencia;264733338;28/05/2019;Sin definir;;0;3;0
35181812;Modern and centric - PLAZA MAYOR - 2PAX;252522294;01/04/2019;Sin definir;;1;0;1
35181818;Doubleroom final champions Wanda Madrid;206120299;30/07/2018;Sin definir;;0;1;0
35182184;Private room :Direct line with Wanda-M 2 guests;86561934;28/07/2016;Sin definir;;0;1;0
35182351;final bedroom of champions;37411325;03/07/2015;Sin definir;;0;2;1
35183903;Apartamento en Madrid Centro. Chamberí;22604054;16/10/2014;Sin definir;;0;1;1
35184308;"CHAMPIONS LEAGUE FINAL ""WANDA METROPOLITANO"".";211512974;24/08/2018;Sin definir;;0;1;0
35184595;ALQUILER HABITACION CHAMPIONS 2019 MADRID;19821665;11/08/2014;Sin definir;;0;1;0
35185102;Cómodo apartamento al lado del Aeropuerto ,Ifema;179787880;21/03/2018;within a few hours;;0;1;1
35185510;Cozy department in nice area.;80298254;27/06/2016;Sin definir;;0;1;0
35185989;Casita Vintage;66949286;12/04/2016;Sin definir;;1;2;1
35186519;Habitación cerca del Estadio Wanda;14400380;17/04/2014;Sin definir;;0;1;0
35186546;La casa Lucy;224855200;08/11/2018;within a few hours;;0;6;0
35186569;Zona tranquila, tiendas cerca, metro a la puerta;46084601;08/10/2015;within an hour;;1;1;1
35187453;Habitacion zona Lujo metro Miguel Hern.(25min Sol);264972348;29/05/2019;a few days or more;;0;1;0
35187630;Beautiful apartment in Chamberí con WIFI;99018982;10/10/2016;within a few hours;;0;77;1
35188614;Leo's Place;14306634;15/04/2014;Sin definir;;1;1;1
35189097;Loft de lujo en pleno barrio Salamanca!;264984559;29/05/2019;Sin definir;;0;1;0
35190163;Final Champions league Wanda metropolitan. 5 min;264990799;29/05/2019;Sin definir;;0;1;1
35190236;Loft a Atocha, M. Reina Sofia, Lavapies.Ruta museo;264992881;29/05/2019;Sin definir;;0;1;0
35190329;Local Near Wanda Metropolitano;264993235;29/05/2019;Sin definir;;0;1;0
35190410;Habitación para final Champions League!;122871389;27/03/2017;Sin definir;;0;1;0
35190580;HABITCIÓN PARA 2 CON BAÑO PRIVADO;206205487;30/07/2018;Sin definir;;0;1;0
35190853;Vive la Champions!!! Vivimos a lado del Wanda!;264536873;27/05/2019;Sin definir;;1;2;0
35191872;Piso fin de champion , cerca del wanda.;193720971;05/06/2018;Sin definir;;0;1;1
35191937;Disfruta la Fiesta que Esconde Madrid;189499794;14/05/2018;Sin definir;;0;33;1
35191988;Casa estudio acogedora;36924382;28/06/2015;Sin definir;;0;1;0
35192130;Habitación en el Centro de Madrid;222052002;22/10/2018;Sin definir;;0;1;0
35192136;FINAL UEFA CHAMPIONS LEAGUE;111798690;16/01/2017;Sin definir;;0;1;0
35192214;Conoce Esta Increíble Ciudad;189499794;14/05/2018;Sin definir;;0;33;1
35192234;Lively Malasaña;5399313;10/03/2013;Sin definir;;0;1;1
35192340;Visita los Bonitos Parques de Madrid;189499794;14/05/2018;Sin definir;;0;33;1
35192551;Verano Loco en Madrid;189499794;14/05/2018;Sin definir;;0;33;1
35192638;De Madrid Al Cielo;189499794;14/05/2018;Sin definir;;0;33;1
35192768;Habitación doble;265006051;29/05/2019;Sin definir;;0;1;0
35192776;Madrid te Dejará Sin Palabras;189499794;14/05/2018;Sin definir;;0;33;1
35192871;Una Caña, Por Favor!;189499794;14/05/2018;Sin definir;;0;33;1
35192895;Habitaciones CHAMPIONS LEAGUE;30643999;05/04/2015;Sin definir;;0;1;1
35193153;Cozy apartment and very well located (3 PAX);39580984;26/07/2015;Sin definir;;0;1;1
35193412;Ven a Tapear en Madrid;189499794;14/05/2018;Sin definir;;0;33;1
35193433;Rooms in City Center/ Habitación en el centro;124412237;05/04/2017;Sin definir;;0;1;0
35193438;Apartamento Nuevo - 3 Habitaciones - Parking Coche;69566471;29/04/2016;within a day;;0;25;1
35193935;Great apartment to enjoy the champions league!;60008828;23/02/2016;Sin definir;;0;1;1
35194535;Champions;265024119;29/05/2019;Sin definir;;0;1;0
35194979;HAB WANDA METROPOLITANO A 1O MIN DEL AEROPUERTO;256714749;18/04/2019;Sin definir;;0;1;0
35195027;Habitación luminosa y tranquila en Las Tablas;265027565;29/05/2019;Sin definir;;0;1;1
35195094;FINAL CHAMPIONS LEAGUE!!!19minWANDA METEOPOLITANO;173078795;12/02/2018;Sin definir;;0;3;1
35195433;A 15 minutos en coche del Wanda Metropolitano;77464567;13/06/2016;Sin definir;;0;1;1
35195453;Nordic-style 3-bedroom flat just 5min from airport;24909741;16/12/2014;Sin definir;;0;1;0
35195487;Apartamento Acogedor;105619327;29/11/2016;within an hour;;0;3;0
35196097;Alquilamos habitación en la mejor zona de Madrid;211151227;22/08/2018;Sin definir;;0;2;0
35196299;APARTAMENT NEAR WANDA METROPOLITANO STADIUM;262444875;17/05/2019;Sin definir;;0;1;0
35196754;Ático en el centro con vistas increíbles;171759560;05/02/2018;within an hour;;0;1;1
35196758;Room close to Wanda Metropolitano;144991627;08/08/2017;Sin definir;;0;1;0
35197314;Delightful Madrid Flat;110936150;11/01/2017;Sin definir;;0;1;0
35203690;CHAMPIONS 31-1 y 2;264733456;28/05/2019;a few days or more;;0;1;0
35207036;Sweet home in Quintana;89523080;12/08/2016;Sin definir;;0;1;1
35209139;Habitacion privada en el centro;265115042;30/05/2019;Sin definir;;0;1;0
35209261;Private Room in Madrid Spain;255715413;14/04/2019;Sin definir;;0;2;0
35209554;Piso para Champions League;265116656;30/05/2019;Sin definir;;0;1;0
35209734;Habitaciones limpias, luminosas y acogedoras.;265112679;01/12/1999;Sin definir;;0;-99;0
35210003;RENT ROOM FINAL CHAMPIONS;71864789;13/05/2016;Sin definir;;0;1;0
35210074;Cozy apartment with terrace;13812935;02/04/2014;Sin definir;;1;1;1
35210296;Habitación doble en ático, Madrid.;169143459;21/01/2018;Sin definir;;0;2;0
35210337;CHAMPIONS LEAGUE;265119984;30/05/2019;a few days or more;;0;1;0
35210357;Centro Hab Individual a 20min Santiago Bernabeu;265120906;30/05/2019;Sin definir;;0;1;0
35210512;I rent two rooms for the Final Champions League 19;265120512;30/05/2019;Sin definir;;0;1;0
35210615;Champions League weekend !;213315985;03/09/2018;Sin definir;;0;1;1
35211161;Madrid 5 mins to Ifema Climate Summit  and Airport;3164641;05/08/2012;Sin definir;;0;1;1
35212467;BNBHolder Flowery PLAZA ESPAÑA;28786243;05/03/2015;within an hour;;1;74;1
35212649;Descansa disfruta y pasea;170641432;29/01/2018;Sin definir;;0;3;0
35212983;Zona tranquila y muy bien comunicada;265131866;30/05/2019;Sin definir;;0;2;0
35213361;Final de Champions;192319834;29/05/2018;Sin definir;;0;2;0
35214081;Living Madrid;5848210;09/04/2013;Sin definir;;0;1;1
35214966;Precioso, espacioso, céntrico y muy iluminado piso;54890134;01/12/1999;Sin definir;;0;-99;0
35215167;Room for match liverpool tottenham;47474204;26/10/2015;Sin definir;;0;2;1
35215184;Champions, apartment 5 people 230 € for person;139848698;11/07/2017;a few days or more;;0;2;1
35215252;Alojamiento para la final de la Champions;115338177;07/02/2017;Sin definir;;0;1;0
35216048;Cómoda habitación con baño privado;265161696;30/05/2019;Sin definir;;0;1;0
35216136;Renovated Apartment in Lavapiés;107335103;15/12/2016;within an hour;;0;101;0
35216523;Champions League Final Room !!!;265164844;30/05/2019;Sin definir;;0;1;0
35216967;ROOM for rent Final Champions-breakfast and driver;224860006;08/11/2018;Sin definir;;0;1;1
35217067;Bedrooms for rent for Champions League(3/4 people);265168181;30/05/2019;Sin definir;;0;1;0
35217087;Habitación doble privada en el centro de Madrid;152827792;01/10/2017;Sin definir;;0;1;0
35217562;Final Champions league. BREAKFAST INCLUDED;88860339;09/08/2016;Sin definir;;0;1;1
35217732;FOR CHAMPIONS LEAGUE - 2 MIN TO RETIRO;107489419;16/12/2016;a few days or more;;0;1;1
35218762;Final Champions League 2019;265178156;30/05/2019;Sin definir;;0;1;0
35218949;Alquilo habitación para el día de la champions;265168971;30/05/2019;Sin definir;;0;1;0
35219024;2 Rooms ro rent in  Madrid  Champions League final;227302838;24/11/2018;Sin definir;;0;1;0
35219307;Casa  Navarro;86253042;27/07/2016;Sin definir;;0;1;0
35220138;Alquilo habitación luminosa;261200961;11/05/2019;Sin definir;;0;1;0
35220395;Precioso chalé de estilo moderno.;120237641;11/03/2017;within a few hours;;1;1;1
35220866;Luminous apartament in trendy area of Madrid;158221584;10/11/2017;Sin definir;;0;1;1
35220885;Madrid Center Room;177513370;09/03/2018;within an hour;;0;6;1
35221419;Apartment vintage in los Embajadores with WIFI;99018982;10/10/2016;within a few hours;;0;77;1
35222037;Casa de Diseño;4813807;23/01/2013;Sin definir;;0;1;0
35223296;Apartment Real Madrid stadium;37496503;04/07/2015;Sin definir;;0;1;0
35223836;The Best Location with Private Terrace & Netflix;14078700;09/04/2014;within an hour;;1;2;1
35223945;SE ALQUILAN 2 HABITACIONES;200459366;06/07/2018;Sin definir;;0;1;0
35223947;Private bedroom Downtown Madrid Champions League;189625237;14/05/2018;Sin definir;;0;2;1
35225049;Stay comfortably in a room near the Stadium;67966236;19/04/2016;Sin definir;;0;1;1
35225455;Room in the center of Madrid;5295902;03/03/2013;Sin definir;;0;1;1
35225459;Descansa en un ambiente cultural y artístico.;265221777;30/05/2019;within an hour;;0;1;0
35225663;Piso céntrico. 2 habitaciones. Zona Retiro;55914032;24/01/2016;Sin definir;;0;1;1
35225726;Habitación en Estadio Wanda y Aeropuerto con baño.;133156491;01/12/1999;Sin definir;;0;-99;0
35226051;ideal final de champions;265226139;30/05/2019;Sin definir;;0;1;0
35226556;To see the football in Madrid;265215862;30/05/2019;Sin definir;;0;1;0
35228459;Ultimas 2 camas para la champions 45e noche person;264733338;28/05/2019;Sin definir;;0;3;0
35228798;Perfect apartment for the weekend with friends;57548030;05/02/2016;Sin definir;;1;2;1
35228897;Habitacion doble;265244405;30/05/2019;Sin definir;;0;2;0
35229425;Alquiler apartamento para Champions League, Madrid;99170794;11/10/2016;Sin definir;;0;1;1
35229556;Nice room near to Wanda Final Champions League;14729563;25/04/2014;Sin definir;;0;1;1
35229649;Cozy apartment in the heart of Malasaña;44807855;22/09/2015;Sin definir;;0;1;0
35230177;Habitacion en La Latina;193663385;05/06/2018;Sin definir;;0;1;0
35231357;Habitación privada a 900m del wanda metropolitano;150620708;14/09/2017;Sin definir;;0;1;1
35231529;Incredible triple apartment in Atocha, 3B;107335103;15/12/2016;within an hour;;0;101;0
35231654;Rent flat for final champions league in madrid;14378788;16/04/2014;a few days or more;;0;1;1
35232495;Estupenda habitación en el centro de Madrid!;125732125;13/04/2017;Sin definir;;0;1;1
35232722;Madrid centro;220967331;16/10/2018;within a day;;0;6;1
35233251;Incredible triple apartment in Atocha, 3C;107335103;15/12/2016;within an hour;;0;101;0
35234037;Muy tranquila y luminosa . Mi sitio Favorito;265283460;30/05/2019;Sin definir;;0;2;1
35238390;Rom for 2 people next to Wanda Stadium;78896128;20/06/2016;Sin definir;;0;2;0
35240893;Habitación en Centro de Madrid;239616768;28/01/2019;Sin definir;;1;2;0
35242141;Habitaciones disponibles;263203574;21/05/2019;Sin definir;;0;2;0
35244087;Un espacio acogedor y tranquilo a 15 mint de ópera;264077618;25/05/2019;Sin definir;;1;2;1
35244215;Habitaciones final de la Champions;265348374;31/05/2019;Sin definir;;0;1;0
35244919;Apartamento acogedor en pleno Barrio de Salamanca;99018982;10/10/2016;within a few hours;;0;77;1
35245174;Sofabed for Champions League Final;89272420;11/08/2016;Sin definir;;0;1;0
35245408;Luminosa Habitación Doble a 2min Metro Lavapiés;12564650;25/02/2014;Sin definir;;0;2;1
35245543;Habitación en el Centro de Madrid;50291656;01/12/2015;Sin definir;;0;1;1
35245547;Stunning and Stylish - 1B 1BTH -Malasaña;169289956;22/01/2018;within an hour;;1;4;1
35245755;FINAL CHAMPIONS  WANDA METROPOLITANO!!!! 19' mint.;173078795;12/02/2018;Sin definir;;0;3;1
35245802;Cozy flat in the heart of Madrid;70129425;03/05/2016;Sin definir;;0;0;1
35245808;Piso en Argüelles;18281677;17/07/2014;Sin definir;;0;1;1
35246233;Habitacion grande para 2 personas final champions;146521342;17/08/2017;Sin definir;;0;1;1
35246689;FINAL MADRID ROOM 2 PAX CITY CENTER 20 MIN STADIUM;141838117;22/07/2017;Sin definir;;0;1;0
35246759;CHAMPION LOFT LUXURY compartido;265362606;31/05/2019;Sin definir;;0;1;0
35246963;Comfortable room final champions-15min centro;143803240;01/08/2017;Sin definir;;0;1;0
35247749;Apartment at 8 minutes to wanda metropolitano;265367945;31/05/2019;Sin definir;;0;1;0
35247838;Beautiful apartment in los Embajadors with WIFI;99018982;10/10/2016;within a few hours;;0;77;1
35247996;Wanda Metropolitan;265369346;31/05/2019;Sin definir;;0;1;0
35248005;Habitación privada;265369379;01/12/1999;Sin definir;;0;-99;0
35248499;Buen ambiente, familiar acogedor;265372304;31/05/2019;Sin definir;;0;1;0
35248556;La casita lucy;224855200;08/11/2018;within a few hours;;0;6;0
35248706;Habitación amplia en un ambiente familiar;265373300;31/05/2019;Sin definir;;0;1;0
35248766;Bed for CHAMPIONS;261663441;13/05/2019;Sin definir;;0;1;1
35249018;Habitación /Final champions 2019;265374947;31/05/2019;a few days or more;;0;1;0
35249048;Night pre Final Champions League;265375827;31/05/2019;Sin definir;;0;1;0
35249440;Magnificent apartment in the heart of Madrid;51564174;17/12/2015;within an hour;98;0;23;1
35250805;Habitacion confortable;179941286;22/03/2018;within an hour;;0;5;0
35250888;Apartamento con todas las comodidades para alojar;265387020;31/05/2019;Sin definir;;0;1;0
35251141;Se alquila para final de la champion league;265376740;31/05/2019;Sin definir;;0;2;1
35251468;Habitación luminosa y amplia para una o 2 personas;265390603;31/05/2019;Sin definir;;0;1;0
35252476;Habitaciones sensacionales. Trabajo o placer;82016267;06/07/2016;Sin definir;;0;1;1
35252579;Near room to Wanda Stadium (Champions Final Home);265397903;31/05/2019;Sin definir;;0;1;0
35253301;Apartamento para la final de champions en Madrid;173403511;14/02/2018;Sin definir;;0;1;0
35254078;Habitación doble  y sofa cama  para champions;264679003;28/05/2019;Sin definir;;0;1;0
35254148;Retiro Park Room / Central Area;265408904;31/05/2019;within an hour;;0;1;1
35254753;EXPERIENCE THE HEART OF MADRID!;23712305;13/11/2014;Sin definir;;1;2;1
35255090;Habitación perfecta para Champions Ligue;265414393;31/05/2019;Sin definir;;0;4;0
35255344;Alquilo habitación para pareja para hoy y mañana;250468262;22/03/2019;a few days or more;;0;3;0
35256010;Dulce Cama;265239414;30/05/2019;Sin definir;;0;1;0
35256259;Habitación cerca al Estadio La Peineta.;265414393;31/05/2019;Sin definir;;0;4;0
35256477;Final Champions League Room;264259456;26/05/2019;Sin definir;;0;3;0
35256551;atico suit confort cercana a WANDA;78105717;16/06/2016;Sin definir;;0;1;0
35256784;Final Champions League Room;264259456;26/05/2019;Sin definir;;0;3;0
35258440;Hospedaje para la final de la champions;265446368;31/05/2019;Sin definir;;0;1;0
35259033;Mi casa es la tuya.;263826335;24/05/2019;Sin definir;;0;1;0
35260135;Independent apartment in luxury residential urba.;111370687;14/01/2017;within a few hours;;1;1;1
35262240;Habitación en barrio Pacífico.;87742409;03/08/2016;Sin definir;;0;1;0
35262644;Apartamento completo en el centro de madrid;149672649;08/09/2017;Sin definir;;0;1;0
35263692;Single room close by Wanda Stadium;213159020;02/09/2018;Sin definir;;0;3;1
35270541;Madrid Rio 3 hab. Nuevo, WIFI, lavadora, parking;17436383;30/06/2014;Sin definir;;1;1;1
35271191;Piso en zona La Peseta;175642133;27/02/2018;within an hour;;0;1;0
35272565;Apartment for this weekend!;57224962;03/02/2016;a few days or more;;0;1;0
35272698;Corazón de Madrid;87015234;31/07/2016;Sin definir;;0;1;1
35273115;Casa De Ultima Hora y Buena;167695876;14/01/2018;Sin definir;;0;3;0
35274850;Cómoda y luminosa habitación centrica;265557481;01/06/2019;Sin definir;;0;1;1
35275428;Cuarto Acogedor;167695876;14/01/2018;Sin definir;;0;3;0
35276983;2Habitaciones  alquiler, final Champions zona Viso;265583701;01/06/2019;Sin definir;;0;1;1
35278052;Habitación pequeña Barrio del Pilar;71927960;14/05/2016;Sin definir;;0;2;0
35278172;Alquilamos sofá y colchón por noches.;128375312;01/05/2017;Sin definir;;0;1;0
35278987;Final champios league room !!;265601224;01/06/2019;Sin definir;;0;1;0
35279099;New! Marvelous Penthouse Terrace Malasaña Center;21834893;27/09/2014;within a day;;1;1;1
35281230;Habitación privada cerca de 4 torres;160078142;25/11/2017;Sin definir;;0;1;1
35281297;Alquilo habitación 5 m en coche del metropolitano;265614029;01/06/2019;Sin definir;;0;1;0
35283016;Habitación disponible por dias;265633489;01/06/2019;Sin definir;;0;1;0
35283234;Habitacion con cama doble;265244405;30/05/2019;Sin definir;;0;2;0
35284144;Alcalá Apartment;231794383;21/12/2018;within an hour;;0;5;1
35285172;Apartamento luminoso y amplio con piscina.;265653506;01/06/2019;Sin definir;;0;1;0
35288625;Cosy, Bright, spacious room;207805421;06/08/2018;Sin definir;;0;1;1
35298362;Stylish and functional apartment in Palacio-Latina;265749815;02/06/2019;Sin definir;;0;1;0
35298584;¡Habitación con ubicación increíble!;63118423;15/03/2016;within a few hours;;0;1;1
